Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		18	1	1	3	400000		3级玄晶
		18	1	1	4	211600		4级玄晶
		18	1	1	5	50000		5级玄晶
		18	1	1	6	10000		6级玄晶
		18	1	1	7	1000		7级玄晶
		18	1	1	8	100		8级玄晶
		2	2	47	7	2670		陷阱唐7级紫飞刀(PvsP）
		2	2	48	8	1605		陷阱唐8级紫飞刀(PvsP）
		2	2	57	7	2670		袖箭唐7级紫袖箭(PvsP）
		2	2	58	8	1605		袖箭唐8级紫袖箭(PvsP）
		2	2	87	7	175		陷阱唐7级橙飞刀(PvsP）
		2	2	88	8	100		陷阱唐8级橙飞刀(PvsP）
		2	2	97	7	175		袖箭唐7级橙袖箭(PvsP）
		2	2	98	8	100		袖箭唐8级橙袖箭(PvsP）
		2	1	408	7	2670		刀毒7级紫刀(PvsP）
		2	1	409	8	1605		刀毒8级紫刀(PvsP）
		2	1	418	7	2670		掌毒7级紫手(PvsP）
		2	1	419	8	1605		掌毒8级紫手(PvsP）
		2	1	768	7	175		刀毒7级橙刀(PvsP）
		2	1	769	8	100		刀毒8级橙刀(PvsP）
		2	1	778	7	175		掌毒7级橙手(PvsP）
		2	1	779	8	100		掌毒8级橙手(PvsP）
		2	1	948	7	2670		锤明7级紫锤(PvsP）
		2	1	949	8	1605		锤明8级紫锤(PvsP）
		2	1	958	7	2670		剑明7级紫剑(PvsP）
		2	1	959	8	1605		剑明8级紫剑(PvsP）
		2	1	988	7	175		锤明7级橙锤(PvsP）
		2	1	989	8	100		锤明8级橙锤(PvsP）
		2	1	998	7	175		剑明7级橙剑(PvsP）
		2	1	999	8	100		剑明8级橙剑(PvsP）
7500						30000		金钱7500
750						270000		金钱750
