EqName	FreeNormalStand	FreeSpecialStand	FreeFightStand	MeleeWNormalStand	MeleeWSpecialStand	MeleeWFightStand	RangeWNormalStand	RangeWSpecialStand	RangeWFightStand	DoubleWNormalStand	DoubleWSpecialStand	DoubleWFightStand	FreeWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	DartThrow	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	JumpFly	RideNormalStand	RideSepcialStand	RideFightStand	RideWalk	RideRun	RidePuncture	RideCut	RideMagic	RideWound	RideDie
horse00																																											ma_001_hh_rs01.spr	ma_001_hh_rs01.spr	ma_001_hh_rs01.spr	ma_001_hh_rw.spr	ma_001_hh_rr.spr	ma_001_hh_ra01.spr	ma_001_hh_ra02.spr	ma_001_hh_rm.spr	ma_001_hh_rb.spr	ma_001_hh_rd.spr
horse01																																											ma_001_hh_rs01.spr	ma_001_hh_rs01.spr	ma_001_hh_rs01.spr	ma_001_hh_rw.spr	ma_001_hh_rr.spr	ma_001_hh_ra01.spr	ma_001_hh_ra02.spr	ma_001_hh_rm.spr	ma_001_hh_rb.spr	ma_001_hh_rd.spr
horse02																																											ma_002_hh_rs01.spr	ma_002_hh_rs01.spr	ma_002_hh_rs01.spr	ma_002_hh_rw.spr	ma_002_hh_rr.spr	ma_002_hh_ra01.spr	ma_002_hh_ra02.spr	ma_002_hh_rm.spr	ma_002_hh_rb.spr	ma_002_hh_rd.spr
horse03																																											ma_003_hh_rs01.spr	ma_003_hh_rs01.spr	ma_003_hh_rs01.spr	ma_003_hh_rw.spr	ma_003_hh_rr.spr	ma_003_hh_ra01.spr	ma_003_hh_ra02.spr	ma_003_hh_rm.spr	ma_003_hh_rb.spr	ma_003_hh_rd.spr
horse04																																											ma_004_hh_rs01.spr	ma_004_hh_rs01.spr	ma_004_hh_rs01.spr	ma_004_hh_rw.spr	ma_004_hh_rr.spr	ma_004_hh_ra01.spr	ma_004_hh_ra02.spr	ma_004_hh_rm.spr	ma_004_hh_rb.spr	ma_004_hh_rd.spr
horse05																																											ma_005_hh_rs01.spr	ma_005_hh_rs01.spr	ma_005_hh_rs01.spr	ma_005_hh_rw.spr	ma_005_hh_rr.spr	ma_005_hh_ra01.spr	ma_005_hh_ra02.spr	ma_005_hh_rm.spr	ma_005_hh_rb.spr	ma_005_hh_rd.spr
horse06																																											ma_006_hh_rs01.spr	ma_006_hh_rs01.spr	ma_006_hh_rs01.spr	ma_006_hh_rw.spr	ma_006_hh_rr.spr	ma_006_hh_ra01.spr	ma_006_hh_ra02.spr	ma_006_hh_rm.spr	ma_006_hh_rb.spr	ma_006_hh_rd.spr
horse07																																											ma_007_hh_rs01.spr	ma_007_hh_rs01.spr	ma_007_hh_rs01.spr	ma_007_hh_rw.spr	ma_007_hh_rr.spr	ma_007_hh_ra01.spr	ma_007_hh_ra02.spr	ma_007_hh_rm.spr	ma_007_hh_rb.spr	ma_007_hh_rd.spr
horse08																																											ma_008_hh_rs01.spr	ma_008_hh_rs01.spr	ma_008_hh_rs01.spr	ma_008_hh_rw.spr	ma_008_hh_rr.spr	ma_008_hh_ra01.spr	ma_008_hh_ra02.spr	ma_008_hh_rm.spr	ma_008_hh_rb.spr	ma_008_hh_rd.spr
horse09																																											ma_009_hh_rs01.spr	ma_009_hh_rs01.spr	ma_009_hh_rs01.spr	ma_009_hh_rw.spr	ma_009_hh_rr.spr	ma_009_hh_ra01.spr	ma_009_hh_ra02.spr	ma_009_hh_rm.spr	ma_009_hh_rb.spr	ma_009_hh_rd.spr
