EqName	FreeNormalStand	FreeSpecialStand	FreeFightStand	MeleeWNormalStand	MeleeWSpecialStand	MeleeWFightStand	RangeWNormalStand	RangeWSpecialStand	RangeWFightStand	DoubleWNormalStand	DoubleWSpecialStand	DoubleWFightStand	FreeWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	DartThrow	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	JumpFly	RideNormalStand	RideSepcialStand	RideFightStand	RideWalk	RideRun	RidePuncture	RideCut	RideMagic	RideWound	RideDie
horse00																																											ma_001_ht_rs01.spr	ma_001_ht_rs01.spr	ma_001_ht_rs01.spr	ma_001_ht_rw.spr	ma_001_ht_rr.spr	ma_001_ht_ra01.spr	ma_001_ht_ra02.spr	ma_001_ht_rm.spr	ma_001_ht_rb.spr	ma_001_ht_rd.spr
horse01																																											ma_001_ht_rs01.spr	ma_001_ht_rs01.spr	ma_001_ht_rs01.spr	ma_001_ht_rw.spr	ma_001_ht_rr.spr	ma_001_ht_ra01.spr	ma_001_ht_ra02.spr	ma_001_ht_rm.spr	ma_001_ht_rb.spr	ma_001_ht_rd.spr
horse02																																											ma_002_ht_rs01.spr	ma_002_ht_rs01.spr	ma_002_ht_rs01.spr	ma_002_ht_rw.spr	ma_002_ht_rr.spr	ma_002_ht_ra01.spr	ma_002_ht_ra02.spr	ma_002_ht_rm.spr	ma_002_ht_rb.spr	ma_002_ht_rd.spr
horse03																																											ma_003_ht_rs01.spr	ma_003_ht_rs01.spr	ma_003_ht_rs01.spr	ma_003_ht_rw.spr	ma_003_ht_rr.spr	ma_003_ht_ra01.spr	ma_003_ht_ra02.spr	ma_003_ht_rm.spr	ma_003_ht_rb.spr	ma_003_ht_rd.spr
horse04																																											ma_004_ht_rs01.spr	ma_004_ht_rs01.spr	ma_004_ht_rs01.spr	ma_004_ht_rw.spr	ma_004_ht_rr.spr	ma_004_ht_ra01.spr	ma_004_ht_ra02.spr	ma_004_ht_rm.spr	ma_004_ht_rb.spr	ma_004_ht_rd.spr
horse05																																											ma_005_ht_rs01.spr	ma_005_ht_rs01.spr	ma_005_ht_rs01.spr	ma_005_ht_rw.spr	ma_005_ht_rr.spr	ma_005_ht_ra01.spr	ma_005_ht_ra02.spr	ma_005_ht_rm.spr	ma_005_ht_rb.spr	ma_005_ht_rd.spr
horse06																																											ma_006_ht_rs01.spr	ma_006_ht_rs01.spr	ma_006_ht_rs01.spr	ma_006_ht_rw.spr	ma_006_ht_rr.spr	ma_006_ht_ra01.spr	ma_006_ht_ra02.spr	ma_006_ht_rm.spr	ma_006_ht_rb.spr	ma_006_ht_rd.spr
horse07																																											ma_007_ht_rs01.spr	ma_007_ht_rs01.spr	ma_007_ht_rs01.spr	ma_007_ht_rw.spr	ma_007_ht_rr.spr	ma_007_ht_ra01.spr	ma_007_ht_ra02.spr	ma_007_ht_rm.spr	ma_007_ht_rb.spr	ma_007_ht_rd.spr
horse08																																											ma_008_ht_rs01.spr	ma_008_ht_rs01.spr	ma_008_ht_rs01.spr	ma_008_ht_rw.spr	ma_008_ht_rr.spr	ma_008_ht_ra01.spr	ma_008_ht_ra02.spr	ma_008_ht_rm.spr	ma_008_ht_rb.spr	ma_008_ht_rd.spr
horse09																																											ma_009_ht_rs01.spr	ma_009_ht_rs01.spr	ma_009_ht_rs01.spr	ma_009_ht_rw.spr	ma_009_ht_rr.spr	ma_009_ht_ra01.spr	ma_009_ht_ra02.spr	ma_009_ht_rm.spr	ma_009_ht_rb.spr	ma_009_ht_rd.spr
