EqName	FreeNormalStand	FreeSpecialStand	FreeFightStand	MeleeWNormalStand	MeleeWSpecialStand	MeleeWFightStand	RangeWNormalStand	RangeWSpecialStand	RangeWFightStand	DoubleWNormalStand	DoubleWSpecialStand	DoubleWFightStand	FreeWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	DartThrow	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	JumpFly	RideNormalStand	RideSepcialStand	RideFightStand	RideWalk	RideRun	RidePuncture	RideCut	RideMagic	RideWound	RideDie
horse00																																											..\male\ma_001_hb_rs01.spr	..\male\ma_001_hb_rs01.spr	..\male\ma_001_hb_rs01.spr	..\male\ma_001_hb_rw.spr	..\male\ma_001_hb_rr.spr	..\male\ma_001_hb_ra01.spr	..\male\ma_001_hb_ra02.spr	..\male\ma_001_hb_rm.spr	..\male\ma_001_hb_rb.spr	..\male\ma_001_hb_rd.spr
horse01																																											..\male\ma_001_hb_rs01.spr	..\male\ma_001_hb_rs01.spr	..\male\ma_001_hb_rs01.spr	..\male\ma_001_hb_rw.spr	..\male\ma_001_hb_rr.spr	..\male\ma_001_hb_ra01.spr	..\male\ma_001_hb_ra02.spr	..\male\ma_001_hb_rm.spr	..\male\ma_001_hb_rb.spr	..\male\ma_001_hb_rd.spr
horse02																																											..\male\ma_002_hb_rs01.spr	..\male\ma_002_hb_rs01.spr	..\male\ma_002_hb_rs01.spr	..\male\ma_002_hb_rw.spr	..\male\ma_002_hb_rr.spr	..\male\ma_002_hb_ra01.spr	..\male\ma_002_hb_ra02.spr	..\male\ma_002_hb_rm.spr	..\male\ma_002_hb_rb.spr	..\male\ma_002_hb_rd.spr
horse03																																											..\male\ma_003_hb_rs01.spr	..\male\ma_003_hb_rs01.spr	..\male\ma_003_hb_rs01.spr	..\male\ma_003_hb_rw.spr	..\male\ma_003_hb_rr.spr	..\male\ma_003_hb_ra01.spr	..\male\ma_003_hb_ra02.spr	..\male\ma_003_hb_rm.spr	..\male\ma_003_hb_rb.spr	..\male\ma_003_hb_rd.spr
horse04																																											..\male\ma_004_hb_rs01.spr	..\male\ma_004_hb_rs01.spr	..\male\ma_004_hb_rs01.spr	..\male\ma_004_hb_rw.spr	..\male\ma_004_hb_rr.spr	..\male\ma_004_hb_ra01.spr	..\male\ma_004_hb_ra02.spr	..\male\ma_004_hb_rm.spr	..\male\ma_004_hb_rb.spr	..\male\ma_004_hb_rd.spr
horse05																																											..\male\ma_005_hb_rs01.spr	..\male\ma_005_hb_rs01.spr	..\male\ma_005_hb_rs01.spr	..\male\ma_005_hb_rw.spr	..\male\ma_005_hb_rr.spr	..\male\ma_005_hb_ra01.spr	..\male\ma_005_hb_ra02.spr	..\male\ma_005_hb_rm.spr	..\male\ma_005_hb_rb.spr	..\male\ma_005_hb_rd.spr
horse06																																											..\male\ma_006_hb_rs01.spr	..\male\ma_006_hb_rs01.spr	..\male\ma_006_hb_rs01.spr	..\male\ma_006_hb_rw.spr	..\male\ma_006_hb_rr.spr	..\male\ma_006_hb_ra01.spr	..\male\ma_006_hb_ra02.spr	..\male\ma_006_hb_rm.spr	..\male\ma_006_hb_rb.spr	..\male\ma_006_hb_rd.spr
horse07																																											..\male\ma_007_hb_rs01.spr	..\male\ma_007_hb_rs01.spr	..\male\ma_007_hb_rs01.spr	..\male\ma_007_hb_rw.spr	..\male\ma_007_hb_rr.spr	..\male\ma_007_hb_ra01.spr	..\male\ma_007_hb_ra02.spr	..\male\ma_007_hb_rm.spr	..\male\ma_007_hb_rb.spr	..\male\ma_007_hb_rd.spr
horse08																																											..\male\ma_008_hb_rs01.spr	..\male\ma_008_hb_rs01.spr	..\male\ma_008_hb_rs01.spr	..\male\ma_008_hb_rw.spr	..\male\ma_008_hb_rr.spr	..\male\ma_008_hb_ra01.spr	..\male\ma_008_hb_ra02.spr	..\male\ma_008_hb_rm.spr	..\male\ma_008_hb_rb.spr	..\male\ma_008_hb_rd.spr
horse09																																											..\male\ma_009_hb_rs01.spr	..\male\ma_009_hb_rs01.spr	..\male\ma_009_hb_rs01.spr	..\male\ma_009_hb_rw.spr	..\male\ma_009_hb_rr.spr	..\male\ma_009_hb_ra01.spr	..\male\ma_009_hb_ra02.spr	..\male\ma_009_hb_rm.spr	..\male\ma_009_hb_rb.spr	..\male\ma_009_hb_rd.spr
