Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
	300					250000		
		1	3	2	2	20000		锁子甲
		1	3	3	2	20000		刺客装
		1	3	4	2	20000		逸侠装
		1	3	6	2	10000		白茸甲
		1	3	7	2	10000		灵运装
		1	3	8	2	10000		绮丽衫
		1	4	1	2	60000		侠少之戒
		1	6	1	2	60000		玲珑符
		1	7	1	2	60000		乌革靴
		1	7	2	2	30000		金齿靴
		1	8	1	2	60000		缀甲腰带
		1	8	2	2	30000		仕女腰带
		1	9	2	2	20000		精铁束发
		1	9	3	2	20000		满月笠
		1	9	4	2	20000		逍遥巾
		1	9	6	2	10000		绿蝶玉带
		1	9	7	2	10000		绿玉发带
		1	9	8	2	10000		银铃钗
		1	11	1	2	40000		荷叶佩
		1	11	2	2	20000		茉莉香囊
		18	1	114	1	100000		1级玄晶
		18	1	114	2	50000		2级玄晶
		18	1	114	3	10000		3级玄晶
		18	1	80	1	40000		福袋
