Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		2	9	406	6	350		紫装PVP_棍少、天王雷池冠
		2	9	407	7	250		紫装PVP_棍少、天王异神盔
		2	9	408	8	150		紫装PVP_棍少、天王吞龙盔
		2	9	416	6	175		紫装PVP_棍少、天王戏水簪
		2	9	417	7	125		紫装PVP_棍少、天王龙鳞盔
		2	9	418	8	75		紫装PVP_棍少、天王凤眠盔
		2	9	426	6	350		紫装PVP_刀少神木束带
		2	9	427	7	250		紫装PVP_刀少青煞发冠
		2	9	428	8	150		紫装PVP_刀少山鬼发冠
		2	9	436	6	175		紫装PVP_刀少白虹发带
		2	9	437	7	125		紫装PVP_刀少赤豚面罩
		2	9	438	8	75		紫装PVP_刀少貂皮面罩
		2	9	446	6	350		紫装PVP_刀毒、唐门、明教神木束带
		2	9	447	7	250		紫装PVP_刀毒、唐门、明教青煞发冠
		2	9	448	8	150		紫装PVP_刀毒、唐门、明教山鬼发冠
		2	9	456	6	175		紫装PVP_刀毒、唐门、明教白虹发带
		2	9	457	7	125		紫装PVP_刀毒、唐门、明教赤豚面罩
		2	9	458	8	75		紫装PVP_刀毒、唐门、明教貂皮面罩
		2	9	466	6	350		紫装PVP_掌毒琅琊冠
		2	9	467	7	250		紫装PVP_掌毒绝玉束额
		2	9	468	8	150		紫装PVP_掌毒紫金束额
		2	9	476	6	175		紫装PVP_掌毒夺魂钗
		2	9	477	7	125		紫装PVP_掌毒朱雀发结
		2	9	478	8	75		紫装PVP_掌毒冥蝶发结
		2	9	486	6	350		紫装PVP_指段雷池冠
		2	9	487	7	250		紫装PVP_指段异神盔
		2	9	488	8	150		紫装PVP_指段吞龙盔
		2	9	496	6	175		紫装PVP_指段戏水簪
		2	9	497	7	125		紫装PVP_指段龙鳞盔
		2	9	498	8	75		紫装PVP_指段凤眠盔
		2	9	506	6	350		紫装PVP_气段、翠烟、峨嵋琅琊冠
		2	9	507	7	250		紫装PVP_气段、翠烟、峨嵋绝玉束额
		2	9	508	8	150		紫装PVP_气段、翠烟、峨嵋紫金束额
		2	9	516	6	175		紫装PVP_气段、翠烟、峨嵋夺魂钗
		2	9	517	7	125		紫装PVP_气段、翠烟、峨嵋朱雀发结
		2	9	518	8	75		紫装PVP_气段、翠烟、峨嵋冥蝶发结
		2	9	526	6	350		紫装PVP_战忍雷池冠
		2	9	527	7	250		紫装PVP_战忍异神盔
		2	9	528	8	150		紫装PVP_战忍吞龙盔
		2	9	536	6	175		紫装PVP_战忍戏水簪
		2	9	537	7	125		紫装PVP_战忍龙鳞盔
